Word,Rank,Frequency
Occasions,3321,2
remedie,3322,2
supply,3323,2
profit,3324,2
Visitation,3325,2
Maiesties,3326,2
commanded,3327,2
dutie,3328,2
braine,3329,2
tels,3330,2
Voltumand,3331,2
preparation,3332,2
Poleak,3333,2
ouercome,3334,2
Fee,3335,2
allowance,3336,2
pittie,3337,2
defect,3338,2
surmise,3339,2
reckon,3340,2
Best,3341,2
Thine,3342,2
playd,3343,2
Weaknesse,3344,2
waile,3345,2
likely,3346,2
Lobby,3347,2
falne,3348,2
Excellent,3349,2
Fishmonger,3350,2
Magots,3351,2
conceiue,3352,2
Beards,3353,2
purging,3354,2
backward,3355,2
pregnant,3356,2
happinesse,3357,2
Strumpet,3358,2
Denmark,3359,2
friendship,3360,2
occasion,3361,2
confession,3362,2
craft,3363,2
coniure,3364,2
discouery,3365,2
golden,3366,2
pestilent,3367,2
faculty,3368,2
mouing,3369,2
apprehension,3370,2
Tribute,3371,2
City,3372,2
wonted,3373,2
scarse,3374,2
pursue,3375,2
Succession,3376,2
Nation,3377,2
argument,3378,2
vnlesse,3379,2
West,3380,2
Comedie,3381,2
Comicall,3382,2
Tragicall,3383,2
law,3384,2
Writ,3385,2
passing,3386,2
olde,3387,2
voice,3388,2
passionate,3389,2
lines,3390,2
Author,3391,2
especially,3392,2
speaks,3393,2
Daughters,3394,2
wrath,3395,2
gore,3396,2
seekes,3397,2
Fore,3398,2
accent,3399,2
match,3400,2
senselesse,3401,2
flaming,3402,2
Takes,3403,2
loe,3404,2
hush,3405,2
rend,3406,2
Region,3407,2
Vengeance,3408,2
sets,3409,2
Mars,3410,2
Naue,3411,2
low,3412,2
Fiends,3413,2
Iigge,3414,2
inobled,3415,2
Diadem,3416,2
Epitaph,3417,2
desart,3418,2
own,3419,2
merit,3420,2
Rogue,3421,2
Pesant,3422,2
distraction,3423,2
Function,3424,2
Confound,3425,2
muddy,3426,2
metled,3427,2
peake,3428,2
pate,3429,2
Liuer,3430,2
Treacherous,3431,2
Whore,3432,2
Drab,3433,2
Scoene,3434,2
myraculous,3435,2
Diuel,3436,2
Melancholly,3437,2
damne,3438,2
Guildenstern,3439,2
aloofe,3440,2
pastime,3441,2
frankely,3442,2
iudge,3443,2
Vertues,3444,2
withdraw,3445,2
Arrowes,3446,2
ake,3447,2
rub,3448,2
Spurnes,3449,2
vnworthy,3450,2
Traueller,3451,2
pith,3452,2
sinnes,3453,2
translate,3454,2
Plague,3455,2
escape,3456,2
creatures,3457,2
throwne,3458,2
Courtiers,3459,2
mould,3460,2
suck,3461,2
Vowes,3462,2
harsh,3463,2
Feature,3464,2
neglected,3465,2
variable,3466,2
expell,3467,2
capeable,3468,2
auoid,3469,2
Word,3470,2
fro,3471,2
Playing,3472,2
twer,3473,2
Iudicious,3474,2
Others,3475,2
altogether,3476,2
Clownes,3477,2
flatter,3478,2
Rewards,3479,2
iudgements,3480,2
Theft,3481,2
attendant,3482,2
fares,3483,2
Ifaith,3484,2
plaid,3485,2
enact,3486,2
Lap,3487,2
merrie,3488,2
cheerefully,3489,2
Houres,3490,2
Churches,3491,2
Hoby,3492,2
Layes,3493,2
Banke,3494,2
Poysoner,3495,2
Mutes,3496,2
lament,3497,2
Argument,3498,2
Bee,3499,2
naught,3500,2
gon,3501,2
Neptunes,3502,2
Wash,3503,2
dozen,3504,2
Moones,3505,2
borrowed,3506,2
distrust,3507,2
Discomfort,3508,2
confound,3509,2
brest,3510,2
wed,3511,2
Wormwood,3512,2
stickes,3513,2
ioyes,3514,2
aye,3515,2
deepely,3516,2
mischance,3517,2
iest,3518,2
knauish,3519,2
gall,3520,2
Lucianus,3521,2
interpret,3522,2
cost,3523,2
Rauen,3524,2
Weeds,3525,2
blasted,3526,2
infected,3527,2
Magicke,3528,2
dire,3529,2
Turke,3530,2
Ioue,3531,2
reignes,3532,2
signifie,3533,2
wildely,3534,2
diseas,3535,2
amazement,3536,2
grasse,3537,2
Recorder,3538,2
easier,3539,2
Clowd,3540,2
Camell,3541,2
Masse,3542,2
Weazell,3543,2
Whale,3544,2
Gulfe,3545,2
lesser,3546,2
Voyage,3547,2
Behinde,3548,2
Processe,3549,2
eldest,3550,2
sharpe,3551,2
Raine,3552,2
Prayer,3553,2
Forgiue,3554,2
shuffling,3555,2
forehead,3556,2
Repentance,3557,2
Bow,3558,2
killes,3559,2
Audit,3560,2
drunke,3561,2
Sense,3562,2
pluckes,3563,2
sweete,3564,2
seated,3565,2
hey,3566,2
Matrons,3567,2
Corruption,3568,2
vice,3569,2
Soldiours,3570,2
Alarme,3571,2
Start,3572,2
coole,3573,2
habite,3574,2
Creation,3575,2
flattering,3576,2
Vnction,3577,2
Vlcerous,3578,2
spred,3579,2
Vice,3580,2
refraine,3581,2
easinesse,3582,2
Minister,3583,2
Wanton,3584,2
paire,3585,2
Fingers,3586,2
Basket,3587,2
Ape,3588,2
sighes,3589,2
disease,3590,2
weepes,3591,2
Mountaines,3592,2
Skill,3593,2
Ros,3594,2
ayde,3595,2
Chappell,3596,2
vntimely,3597,2
cals,3598,2
Ro,3599,2
dry,3600,2
wormes,3601,2
Affaire,3602,2
cure,3603,2
Captaine,3604,2
pittied,3605,2
breeding,3606,2
Larded,3607,2
S,3608,2
aint,3609,2
chamber,3610,2
brother,3611,2
Pictures,3612,2
clouds,3613,2
Noise,3614,2
Caps,3615,2
Keepe,3616,2
Diuinity,3617,2
Acts,3618,2
Allegeance,3619,2
drie,3620,2
Doue,3621,2
Rew,3622,2
Violets,3623,2
ioyntly,3624,2
obscure,3625,2
Axe,3626,2
Finding,3627,2
Mercy,3628,2
repaire,3629,2
wouldest,3630,2
moues,3631,2
Conuert,3632,2
slightly,3633,2
aduise,3634,2
vndertake,3635,2
ue,3636,2
Seat,3637,2
Church,3638,2
excellence,3639,2
knife,3640,2
performance,3641,2
Challice,3642,2
stuck,3643,2
Drown,3644,2
Brooke,3645,2
Crow,3646,2
pendant,3647,2
tricke,3648,2
Clown,3649,2
wittingly,3650,2
Argall,3651,2
Gentlewoman,3652,2
Scripture,3653,2
digge,3654,2
builds,3655,2
Mason,3656,2
Shipwright,3657,2
built,3658,2
Liquor,3659,2
feeling,3660,2
stealing,3661,2
steps,3662,2
clutch,3663,2
Pate,3664,2
Morrow,3665,2
Wormes,3666,2
Clay,3667,2
Cases,3668,2
Fines,3669,2
Vouchers,3670,2
Recoueries,3671,2
vouch,3672,2
hardly,3673,2
iot,3674,2
skinnes,3675,2
liest,3676,2
lyest,3677,2
thirty,3678,2
fancy,3679,2
abhorred,3680,2
Imagination,3681,2
trace,3682,2
Lome,3683,2
rites,3684,2
Estate,3685,2
Cerimony,3686,2
vnsanctified,3687,2
allowed,3688,2
parted,3689,2
trebble,3690,2
vppon,3691,2
prate,3692,2
plots,3693,2
Finger,3694,2
sorts,3695,2
struck,3696,2
proceed,3697,2
wrote,3698,2
spacious,3699,2
soultry,3700,2
laid,3701,2
weapon,3702,2
Barbary,3703,2
impon,3704,2
Hangers,3705,2
delicate,3706,2
Germaine,3707,2
tryall,3708,2
Hall,3709,2
runs,3710,2
yesty,3711,2
readinesse,3712,2
denies,3713,2
worne,3714,2
Cannons,3715,2
palpable,3716,2
Pearle,3717,2
incens,3718,2
Treacherie,3719,2
practise,3720,2
Damned,3721,2
temp,3722,2
paine,3723,2
cracke,3724,2
shoote,3725,2
iumpe,3726,2
whiles,3727,2
Captaines,3728,2
Marching,3729,2
Peale,3730,2
wonne,3731,2
Heath,3732,2
calls,3733,2
filthie,3734,2
Reuolt,3735,2
spent,3736,2
cling,3737,2
Quarry,3738,2
deserues,3739,2
Cousin,3740,2
sooth,3741,2
Whence,3742,2
Banners,3743,2
numbers,3744,2
began,3745,2
cryes,3746,2
Tiger,3747,2
pine,3748,2
fantasticall,3749,2
Seedes,3750,2
prosperous,3751,2
Root,3752,2
Kingdomes,3753,2
addition,3754,2
Robes,3755,2
Treasons,3756,2
greatest,3757,2
trusted,3758,2
Darknesse,3759,2
Truths,3760,2
Present,3761,2
rapt,3762,2
Worthy,3763,2
ow,3764,2
Mindes,3765,2
Wing,3766,2
Duties,3767,2
plant,3768,2
Kinsmen,3769,2
Cumberland,3770,2
ioyfull,3771,2
True,3772,2
Banquet,3773,2
Kinsman,3774,2
humane,3775,2
attend,3776,2
holily,3777,2
Toe,3778,2
sightlesse,3779,2
sences,3780,2
Summer,3781,2
theirs,3782,2
continue,3783,2
Septima,3784,2
Ingredience,3785,2
cleere,3786,2
supt,3787,2
Esteeme,3788,2
sticking,3789,2
inuite,3790,2
sleepie,3791,2
False,3792,2
Clock,3793,2
Mercifull,3794,2
kind,3795,2
heat,3796,2
Heccats,3797,2
howle,3798,2
Knell,3799,2
summons,3800,2
afraid,3801,2
awak,3802,2
Key,3803,2
enow,3804,2
Taylor,3805,2
Lecherie,3806,2
prouokes,3807,2
timely,3808,2
Sprights,3809,2
Donal,3810,2
stopt,3811,2
Loyall,3812,2
gash,3813,2
manly,3814,2
Ireland,3815,2
safer,3816,2
Ross,3817,2
nam,3818,2
weyard,3819,2
Roote,3820,2
succeeding,3821,2
file,3822,2
Manhood,3823,2
Health,3824,2
distance,3825,2
require,3826,2
Madame,3827,2
Fancies,3828,2
Snake,3829,2
Tooth,3830,2
gayne,3831,2
hums,3832,2
mingle,3833,2
gashes,3834,2
Feed,3835,2
Behold,3836,2
Weale,3837,2
Hec,3838,2
Charmes,3839,2
harmes,3840,2
Donalbane,3841,2
disgrace,3842,2
Caldron,3843,2
charmed,3844,2
boyle,3845,2
Apparation,3846,2
Descends,3847,2
frets,3848,2
Byrnan,3849,2
sinkes,3850,2
firstlings,3851,2
fly,3852,2
Swearers,3853,2
beate,3854,2
Syllable,3855,2
recoyle,3856,2
wear,3857,2
goodnesse,3858,2
Auarice,3859,2
feet,3860,2
Cure,3861,2
Disease,3862,2
relate,3863,2
pull,3864,2
Med,3865,2
forgiue,3866,2
strongly,3867,2
Menteth,3868,2
Cathnes,3869,2
Malcolm,3870,2
Seywards,3871,2
purge,3872,2
confirm,3873,2
Armor,3874,2
Birnane,3875,2
Famine,3876,2
Julius,3877,1
Holiday,3878,1
Mechanicall,3879,1
labouring,3880,1
Car,3881,1
Apron,3882,1
Apparrell,3883,1
Workman,3884,1
Mender,3885,1
naughty,3886,1
Mend,3887,1
Cobble,3888,1
Aule,3889,1
meddle,3890,1
Tradesmans,3891,1
withal,3892,1
Surgeon,3893,1
trod,3894,1
Neats,3895,1
handy,3896,1
Shop,3897,1
Tributaries,3898,1
Captiue,3899,1
Wheeles,3900,1
Blockes,3901,1
senslesse,3902,1
Knew,3903,1
climb,3904,1
Walles,3905,1
Towres,3906,1
Chimney,3907,1
tops,3908,1
Vniuersall,3909,1
trembled,3910,1
Made,3911,1
Concaue,3912,1
cull,3913,1
Runne,3914,1
intermit,3915,1
Assemble,3916,1
Draw,3917,1
Channell,3918,1
basest,3919,1
mettle,3920,1
tyed,3921,1
guiltinesse,3922,1
Disrobe,3923,1
Trophees,3924,1
Vulgar,3925,1
pitch,3926,1
soare,3927,1
seruile,3928,1
fearefulnesse,3929,1
Forget,3930,1
Elders,3931,1
Barren,3932,1
touched,3933,1
chace,3934,1
sterrile,3935,1
shriller,3936,1
Br,3937,1
sayer,3938,1
sayst,3939,1
Dreamer,3940,1
Passe,3941,1
Sennet,3942,1
Gamesom,3943,1
hinder,3944,1
gentlenesse,3945,1
veyl,3946,1
Meerely,3947,1
Vexed,3948,1
passions,3949,1
Conceptions,3950,1
Behauiours,3951,1
greeu,3952,1
Forgets,3953,1
mistook,3954,1
value,3955,1
Cogitations,3956,1
lamented,3957,1
Mirrors,3958,1
worthinesse,3959,1
Reflection,3960,1
Glasse,3961,1
modestly,3962,1
Protester,3963,1
hugge,3964,1
professe,3965,1
Banquetting,3966,1
Rout,3967,1
Showting,3968,1
liefe,3969,1
Thing,3970,1
Endure,3971,1
Rawe,3972,1
Gustie,3973,1
chafing,3974,1
Leape,3975,1
swim,3976,1
Accoutred,3977,1
plunged,3978,1
roar,3979,1
buffet,3980,1
Sinewes,3981,1
stemming,3982,1
arriue,3983,1
propos,3984,1
cride,3985,1
Ancestor,3986,1
Troy,3987,1
Anchyses,3988,1
tyred,3989,1
carelesly,3990,1
Feauer,3991,1
Spaine,3992,1
Lustre,3993,1
Ye,3994,1
Maiesticke,3995,1
applauses,3996,1
heap,3997,1
bestride,3998,1
Colossus,3999,1
legges,4000,1
dishonourable,4001,1
Selues,4002,1
vnderlings,4003,1
Write,4004,1
aswell,4005,1
sham,4006,1
Bloods,4007,1
fam,4008,1
incompast,4009,1
brook,4010,1
moou,4011,1
chew,4012,1
Villager,4013,1
repute,4014,1
Games,4015,1
returning,4016,1
chidden,4017,1
Ferret,4018,1
Sleeke,4019,1
headed,4020,1
Yond,4021,1
hungry,4022,1
fatter,4023,1
lyable,4024,1
spare,4025,1
Obseruer,4026,1
Deeds,4027,1
Playes,4028,1
Seldome,4029,1
scorn,4030,1
truely,4031,1
Sennit,4032,1
pul,4033,1
cloake,4034,1
shouting,4035,1
shouted,4036,1
gentler,4037,1
putting,4038,1
Neighbors,4039,1
showted,4040,1
sawe,4041,1
Coronets,4042,1
rabblement,4043,1
howted,4044,1
clapp,4045,1
chopt,4046,1
threw,4047,1
vppe,4048,1
sweatie,4049,1
cappes,4050,1
stinking,4051,1
choaked,4052,1
swoonded,4053,1
opening,4054,1
Lippes,4055,1
receyuing,4056,1
swound,4057,1
foam,4058,1
tag,4059,1
ragge,4060,1
displeas,4061,1
Theatre,4062,1
perceiu,4063,1
Heard,4064,1
Doublet,4065,1
Occupation,4066,1
Rogues,4067,1
Worships,4068,1
infirmitie,4069,1
Three,4070,1
Wenches,4071,1
Alasse,4072,1
forgaue,4073,1
smil,4074,1
Murrellus,4075,1
pulling,4076,1
Scarffes,4077,1
suppe,4078,1
Dine,4079,1
Dinner,4080,1
eating,4081,1
expect,4082,1
quick,4083,1
Rudenesse,4084,1
disgest,4085,1
seduc,4086,1
Citizens,4087,1
Writings,4088,1
obscurely,4089,1
glanced,4090,1
breathlesse,4091,1
vnfirme,4092,1
Tempests,4093,1
scolding,4094,1
knottie,4095,1
Oakes,4096,1
ambitious,4097,1
foame,4098,1
threatning,4099,1
dropping,4100,1
Eyther,4101,1
sawcie,4102,1
Incenses,4103,1
Held,4104,1
twentie,4105,1
ioyn,4106,1
vnscorch,4107,1
glaz,4108,1
surly,4109,1
annoying,4110,1
heape,4111,1
gastly,4112,1
Transformed,4113,1
Howting,4114,1
shreeking,4115,1
conioyntly,4116,1
portentous,4117,1
Clymate,4118,1
disposed,4119,1
disturbed,4120,1
menace,4121,1
Submitting,4122,1
bar,4123,1
tokens,4124,1
Heraulds,4125,1
Fires,4126,1
gliding,4127,1
calculate,4128,1
formed,4129,1
infus,4130,1
Lightens,4131,1
opens,4132,1
mightier,4133,1
prodigious,4134,1
eruptions,4135,1
Thewes,4136,1
Womanish,4137,1
defeat,4138,1
Stonie,4139,1
Tower,4140,1
Walls,4141,1
Brasse,4142,1
Dungeon,4143,1
Linkes,4144,1
Iron,4145,1
retentiue,4146,1
worldly,4147,1
Barres,4148,1
Tyrannie,4149,1
cancell,4150,1
Hindes,4151,1
Rubbish,4152,1
illuminate,4153,1
flearing,4154,1
factious,4155,1
farthest,4156,1
Bargaine,4157,1
minded,4158,1
Fauors,4159,1
Attempts,4160,1
Pretors,4161,1
Chayre,4162,1
Waxe,4163,1
Repaire,4164,1
hie,4165,1
Papers,4166,1
repayre,4167,1
alreadie,4168,1
entire,4169,1
yeelds,4170,1
Peoples,4171,1
richest,4172,1
Alchymie,4173,1
Worthinesse,4174,1
Him,4175,1
Mid,4176,1
progresse,4177,1
soundly,4178,1
Tapor,4179,1
Study,4180,1
Adder,4181,1
craues,4182,1
warie,4183,1
ioynes,4184,1
Affections,4185,1
Lowlynesse,4186,1
Climber,4187,1
attaines,4188,1
vpmost,4189,1
scorning,4190,1
ascend,4191,1
augmented,4192,1
extremities,4193,1
Serpents,4194,1
egge,4195,1
mischieuous,4196,1
burneth,4197,1
Closet,4198,1
Searching,4199,1
Calender,4200,1
exhalations,4201,1
whizzing,4202,1
Opens,4203,1
instigations,4204,1
dropt,4205,1
Tarquin,4206,1
entreated,4207,1
receiuest,4208,1
Petition,4209,1
wasted,4210,1
fifteene,4211,1
knocks,4212,1
Phantasma,4213,1
councell,4214,1
Insurrection,4215,1
Hats,4216,1
Cloakes,4217,1
Sham,4218,1
dang,4219,1
euills,4220,1
Cauerne,4221,1
maske,4222,1
Seek,4223,1
Hide,4224,1
Smiles,4225,1
Affabilitie,4226,1
semblance,4227,1
Erebus,4228,1
dimme,4229,1
howre,4230,1
honors,4231,1
Cares,4232,1
interpose,4233,1
Betwixt,4234,1
grey,4235,1
arises,4236,1
Weighing,4237,1
youthfull,4238,1
presents,4239,1
Abuse,4240,1
sighted,4241,1
Lottery,4242,1
kindle,4243,1
melting,4244,1
spurre,4245,1
Cautelous,4246,1
Carrions,4247,1
staine,4248,1
insuppressiue,4249,1
Performance,4250,1
Bastardie,4251,1
smallest,4252,1
Particle,4253,1
Cyn,4254,1
purchase,4255,1
sayd,4256,1
Grauity,4257,1
toucht,4258,1
shrew,4259,1
Contriuer,4260,1
improue,4261,1
annoy,4262,1
hacke,4263,1
Wrath,4264,1
Limbe,4265,1
Sacrificers,4266,1
dismember,4267,1
Boldly,4268,1
Wrathfully,4269,1
carue,4270,1
Dish,4271,1
Carkasse,4272,1
Necessary,4273,1
Enuious,4274,1
appearing,4275,1
Purgers,4276,1
ingrafted,4277,1
sports,4278,1
stricken,4279,1
Superstitious,4280,1
apparant,4281,1
vnaccustom,4282,1
Terror,4283,1
perswasion,4284,1
Vnicornes,4285,1
Glasses,4286,1
Elephants,4287,1
Holes,4288,1
Toyles,4289,1
hates,4290,1
flattered,4291,1
rated,4292,1
disperse,4293,1
merrily,4294,1
vntyr,4295,1
Enioy,4296,1
hony,4297,1
Slumber,4298,1
Figures,4299,1
Fantasies,4300,1
wherfore,4301,1
commit,4302,1
vngently,4303,1
Stole,4304,1
sodainly,4305,1
arose,4306,1
Musing,4307,1
sighing,4308,1
acrosse,4309,1
vngentle,4310,1
scratch,4311,1
impatiently,4312,1
stampt,4313,1
insisted,4314,1
wafter,4315,1
Gaue,4316,1
Fearing,4317,1
strengthen,4318,1
inkindled,4319,1
Hoping,4320,1
Humor,4321,1
preuayl,4322,1
Condition,4323,1
acquainted,4324,1
Physicall,4325,1
humours,4326,1
danke,4327,1
Rhewmy,4328,1
vnpurged,4329,1
Right,4330,1
charme,4331,1
commended,4332,1
resort,4333,1
darknesse,4334,1
Kneele,4335,1
excepted,4336,1
appertaine,4337,1
limitation,4338,1
Meales,4339,1
Dwell,4340,1
Suburbs,4341,1
ruddy,4342,1
reputed,4343,1
Sex,4344,1
Husbanded,4345,1
Counsels,4346,1
voluntary,4347,1
Thigh,4348,1
Render,4349,1
Harke,4350,1
harke,4351,1
partake,4352,1
engagements,4353,1
Charractery,4354,1
Vouchsafe,4355,1
chose,4356,1
Kerchiefe,4357,1
Any,4358,1
discard,4359,1
deriu,4360,1
Exorcist,4361,1
coniur,4362,1
striue,4363,1
fir,4364,1
Sacrifice,4365,1
Cal,4366,1
Ne,4367,1
vanished,4368,1
Recounts,4369,1
Lionnesse,4370,1
whelped,4371,1
yawn,4372,1
yeelded,4373,1
Fierce,4374,1
Warriours,4375,1
Squadrons,4376,1
drizel,4377,1
hurtled,4378,1
Horsses,4379,1
neigh,4380,1
squeale,4381,1
Predictions,4382,1
Comets,4383,1
Plucking,4384,1
intrailes,4385,1
Offering,4386,1
Cowardice,4387,1
Danger,4388,1
litter,4389,1
consum,4390,1
confidence,4391,1
preuaile,4392,1
falser,4393,1
afear,4394,1
beards,4395,1
laught,4396,1
dreampt,4397,1
spouts,4398,1
warnings,4399,1
portents,4400,1
begg,4401,1
interpreted,4402,1
vision,4403,1
fortunate,4404,1
spouting,4405,1
pipes,4406,1
bath,4407,1
Signifies,4408,1
Reuiuing,4409,1
Tinctures,4410,1
Staines,4411,1
Reliques,4412,1
Cognisance,4413,1
signified,4414,1
expounded,4415,1
Apt,4416,1
liable,4417,1
fears,4418,1
ashamed,4419,1
earely,4420,1
enemy,4421,1
curtesie,4422,1
notwithstanding,4423,1
waited,4424,1
earnes,4425,1
heede,4426,1
Immortall,4427,1
Sutor,4428,1
laments,4429,1
Emulation,4430,1
mayest,4431,1
errand,4432,1
listen,4433,1
bussling,4434,1
Fray,4435,1
ninth,4436,1
befriend,4437,1
Praetors,4438,1
crowd,4439,1
voyd,4440,1
Sure,4441,1
Artimedorus,4442,1
Scedule,4443,1
Petitions,4444,1
wisht,4445,1
discouered,4446,1
Cimber,4447,1
reares,4448,1
puisant,4449,1
throwes,4450,1
Seate,4451,1
couchings,4452,1
lowly,4453,1
courtesies,4454,1
Decree,4455,1
lane,4456,1
thaw,4457,1
melteth,4458,1
crooked,4459,1
curtsies,4460,1
Spaniell,4461,1
fawning,4462,1
decree,4463,1
banished,4464,1
repealing,4465,1
flattery,4466,1
Desiring,4467,1
freedome,4468,1
repeale,4469,1
infranchisement,4470,1
Northerne,4471,1
resting,4472,1
Firmament,4473,1
Skies,4474,1
vnnumbred,4475,1
apprehensiue,4476,1
vnassayleable,4477,1
Ranke,4478,1
Vnshak,4479,1
lift,4480,1
bootlesse,4481,1
Et,4482,1
Tu,4483,1
Brute,4484,1
Streets,4485,1
Pulpits,4486,1
Enfranchisement,4487,1
confounded,4488,1
mutiny,4489,1
Talke,4490,1
Rushing,4491,1
mischiefe,4492,1
Doers,4493,1
drawing,4494,1
cuts,4495,1
Cuts,4496,1
Grant,4497,1
abridg,4498,1
Stoope,4499,1
stoope,4500,1
Elbowes,4501,1
besmeare,4502,1
Stoop,4503,1
vnborne,4504,1
Basis,4505,1
worthier,4506,1
knot,4507,1
boldest,4508,1
Antonies,4509,1
prostrate,4510,1
Bold,4511,1
Louing,4512,1
Affayres,4513,1
Thorough,4514,1
hazards,4515,1
vntrod,4516,1
Depart,4517,1
vntouch,4518,1
misgiuing,4519,1
Falles,4520,1
Conquests,4521,1
Triumphes,4522,1
Spoiles,4523,1
Shrunke,4524,1
purpled,4525,1
reeke,4526,1
Fulfill,4527,1
Choice,4528,1
Begge,4529,1
leaden,4530,1
malice,4531,1
disposing,4532,1
appeas,4533,1
Multitude,4534,1
slippery,4535,1
Flatterer,4536,1
deerer,4537,1
Shaking,4538,1
Weeping,4539,1
Friendship,4540,1
enemies,4541,1
Hunters,4542,1
Sign,4543,1
Spoyle,4544,1
Crimson,4545,1
Lethee,4546,1
stroken,4547,1
praising,4548,1
compact,4549,1
depend,4550,1
Sway,4551,1
looking,4552,1
Spectacle,4553,1
moreouer,4554,1
sutor,4555,1
Produce,4556,1
Order,4557,1
lawfull,4558,1
deuise,4559,1
Else,4560,1
Times,4561,1
costly,4562,1
Ruby,4563,1
Domesticke,4564,1
fierce,4565,1
cumber,4566,1
quartered,4567,1
choak,4568,1
ranging,4569,1
Ate,4570,1
Monarkes,4571,1
slip,4572,1
bigge,4573,1
catching,4574,1
Beads,4575,1
Leagues,4576,1
Post,4577,1
Hie,4578,1
Oration,4579,1
Lend,4580,1
streete,4581,1
compare,4582,1
seuerally,4583,1
ascended,4584,1
Silence,4585,1
Censure,4586,1
Assembly,4587,1
Fortunate,4588,1
inroll,4589,1
Glory,4590,1
extenuated,4591,1
enforc,4592,1
suffered,4593,1
Co,4594,1
monwealth,4595,1
slewe,4596,1
Showts,4597,1
Clamors,4598,1
Tending,4599,1
Chaire,4600,1
ears,4601,1
enterred,4602,1
greeuous,4603,1
Fault,4604,1
greeuously,4605,1
Captiues,4606,1
Ransomes,4607,1
Coffers,4608,1
wept,4609,1
sterner,4610,1
presented,4611,1
refuse,4612,1
disprooue,4613,1
mourne,4614,1
brutish,4615,1
sayings,4616,1
Maisters,4617,1
dip,4618,1
mention,4619,1
Bequeathing,4620,1
Legacie,4621,1
inflame,4622,1
Heires,4623,1
descend,4624,1
Hearse,4625,1
Euening,4626,1
Neruij,4627,1
beloued,4628,1
rushing,4629,1
vnkindely,4630,1
vnkindest,4631,1
muffling,4632,1
Base,4633,1
dint,4634,1
Vesture,4635,1
marr,4636,1
spectacle,4637,1
Deede,4638,1
Orator,4639,1
Vtterance,4640,1
dum,4641,1
mouths,4642,1
ruffle,4643,1
Wil,4644,1
Citizen,4645,1
Arbors,4646,1
Orchards,4647,1
heyres,4648,1
recreate,4649,1
Benches,4650,1
mood,4651,1
Madmen,4652,1
notice,4653,1
vnluckily,4654,1
wander,4655,1
Batchellour,4656,1
bang,4657,1
proceede,4658,1
Breefely,4659,1
verses,4660,1
Verses,4661,1
plucke,4662,1
tear,4663,1
Firebrands,4664,1
Pricke,4665,1
dam,4666,1
Fetch,4667,1
Legacies,4668,1
vnmeritable,4669,1
Errands,4670,1
diuided,4671,1
Sentence,4672,1
Proscription,4673,1
Honours,4674,1
sland,4675,1
loads,4676,1
groane,4677,1
Load,4678,1
graze,4679,1
tried,4680,1
Prouender,4681,1
train,4682,1
spirited,4683,1
feeds,4684,1
Arts,4685,1
Imitations,4686,1
stal,4687,1
leuying,4688,1
Alliance,4689,1
couert,4690,1
Perils,4691,1
surest,4692,1
bayed,4693,1
Mischeefes,4694,1
greets,4695,1
doubted,4696,1
describ,4697,1
cooling,4698,1
Euer,4699,1
decay,4700,1
vseth,4701,1
enforced,4702,1
deceitfull,4703,1
Iades,4704,1
Sinke,4705,1
Triall,4706,1
hides,4707,1
Armies,4708,1
wrangle,4709,1
enlarge,4710,1
Charges,4711,1
Pella,4712,1
Sardians,4713,1
slighted,4714,1
Vndeseruers,4715,1
corruption,4716,1
reme,4717,1
ber,4718,1
Vs,4719,1
Formost,4720,1
supporting,4721,1
Robbers,4722,1
Contaminate,4723,1
grasped,4724,1
baite,4725,1
Older,4726,1
Abler,4727,1
Vrge,4728,1
Madman,4729,1
stares,4730,1
Fret,4731,1
Chollericke,4732,1
bouge,4733,1
crouch,4734,1
Testie,4735,1
digest,4736,1
Spleene,4737,1
Split,4738,1
Waspish,4739,1
vaunting,4740,1
Elder,4741,1
tempted,4742,1
presume,4743,1
terror,4744,1
summes,4745,1
Coine,4746,1
Peazants,4747,1
indirection,4748,1
Couetous,4749,1
Counters,4750,1
bolts,4751,1
Dash,4752,1
infirmities,4753,1
Hated,4754,1
brau,4755,1
Check,4756,1
bondman,4757,1
con,4758,1
roate,4759,1
Teeth,4760,1
Breast,4761,1
Deerer,4762,1
Pluto,4763,1
Sheath,4764,1
Dishonor,4765,1
yoaked,4766,1
Anger,4767,1
inforced,4768,1
Sparke,4769,1
straite,4770,1
vexeth,4771,1
henceforth,4772,1
chides,4773,1
grudge,4774,1
vildely,4775,1
Cynicke,4776,1
rime,4777,1
sirra,4778,1
Warres,4779,1
Iigging,4780,1
Companion,4781,1
Immediately,4782,1
bowle,4783,1
killing,4784,1
insupportable,4785,1
Impatient,4786,1
Tapers,4787,1
bowl,4788,1
Drinkes,4789,1
thirsty,4790,1
Fill,4791,1
necessities,4792,1
receiued,4793,1
Bending,4794,1
Expedition,4795,1
Tenure,4796,1
billes,4797,1
Outlarie,4798,1
agree,4799,1
proscriptions,4800,1
meditating,4801,1
losses,4802,1
Doing,4803,1
nimblenesse,4804,1
reasons,4805,1
grug,4806,1
Contribution,4807,1
fuller,4808,1
refresht,4809,1
encourag,4810,1
vtmost,4811,1
brim,4812,1
encreaseth,4813,1
height,4814,1
leades,4815,1
Omitted,4816,1
voyage,4817,1
Shallowes,4818,1
Miseries,4819,1
float,4820,1
current,4821,1
Ventures,4822,1
crept,4823,1
Necessitie,4824,1
Early,4825,1
beginning,4826,1
drowsily,4827,1
Cushions,4828,1
